id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers
8261,0.4,AGSL,VS2,E, ,62.0,,4.76x4.73x2.94,Excellent,Russia,Round,Very good,58.0,1,,1090.8400000000001
8262,0.61,AGSL,VS1,M, ,61.5,,5.48x5.45x3.36,Excellent,Russia,Round,Very good,,1,,2009.7
8263,0.46,AGSL,SI2,F, ,62.6,False,4.94x4.95x3.1, ,DR Congo,Round, ,54.0,1,,1081.5733333333335
8264,0.44,AGSL,VS1,H, ,,,4.89x4.87x3.06,Excellent,DR Congo,Round,Excellent,,1,,1175.75
8265,0.46,AGSL,SI2,H, ,63.2,,4.86x4.89x3.08, ,Canada,Emerald, ,,1,,1099.0533333333335
8266,0.45,AGSL,SI1,I, ,62.7,False,4.88x4.9x3.06, ,Russia,Round, ,55.0,1,,1047.6875
8267,0.42,AGSL,SI1,D, ,62.2,,4.81x4.78x2.98,Excellent,Australia,Pear,Very good,56.0,1,,1323.0666666666668
8268,0.6,AGSL,SI2,L, ,59.9,,5.51x5.49x3.3,Excellent,Botswana,Round,Excellent,,2,,1086.0333333333333
8269,0.41,AGSL,VS2,E, ,62.7,,4.77x4.73x2.98,Excellent,Australia,Round,Very good,57.0,1,,1203.15
8270,0.46,AGSL,SI2,G, ,60.7,False,4.97x5.01x3.03, ,Canada,Pear, ,61.0,1,,1098.2945238095238
8271,0.54,AGSL,I1,E, ,61.7,,5.25x5.23x3.23,Very good,Canada,Round,Very good,60.0,1,,1172.6
8272,0.45,,SI2,D, ,60.6,,4.98x4.96x3.01,Excellent,Canada,Round,Very good,59.0,1,,1274.91
8273,0.53,AGSL,SI1,K, ,62.4,,5.2x5.18x3.24,Excellent,Russia,Princess,Excellent,,1,,1187.825
8274,0.41,AGSL,SI1,D, ,61.2,,4.81x4.77x2.93,Excellent,Russia,Round,Excellent,59.0,1,,1135.6619047619047
8275,0.4,AGSL,VVS1,F, ,,True,4.73x4.7x2.94,Very good,Zimbabwe,Emerald,Very good,,1,,1066.245
8276,0.46,AGSL,SI2,H, ,62.4,,4.89x4.93x3.07, ,Russia,Round, ,,1,,1106.297857142857
8277,0.4,AGSL,VS1,E, ,61.4,,4.73x4.7x2.9,Excellent,Russia,Pear,Very good,56.0,1,,1101.4005952380953
8278,0.4,AGSL,VS1,D, ,62.8,,4.7x4.68x2.94,Very good,Botswana,Radiant,Very good,59.0,1,,1198.9966666666667
8279,0.41,AGSL,VS2,E, ,61.9,,4.78x4.76x2.95,Excellent,Russia,Round,Excellent,57.0,1,,1098.0166666666667
8280,0.45,AGSL,SI1,F, ,,False,4.94x4.92x3.03,Excellent,Russia,Oval,Excellent,59.0,1,,1173.1666666666667
8281,0.4,AGSL,VS1,D, ,63.6,,4.68x4.65x2.97,Excellent,Botswana,Round,Very good,56.0,1,,1198.9966666666667
8282,0.4,GemEx,VS1,D, ,63.8,,4.69x4.65x2.98,Very good,Angola,Pear,Very good,,1,,1201.4660714285712
8283,0.4,AGSL,VS1,D, ,60.2,,4.78x4.76x2.87,Very good,South Africa,Marquise,Very good,62.0,1,,1309.785
8284,0.42,AGSL,VS1,F, ,61.5,,4.81x4.8x2.96,Excellent,Australia,Princess,Excellent,59.0,1,,1093.2725
8285,0.45,AGSL,SI2,E, ,,,4.9x4.89x3.04,Excellent,Russia,Round,Excellent,58.0,1,,1197.5875
8286,0.46,AGSL,SI2,H, ,62.2,,4.93x4.95x3.07, ,South Africa,Asscher, ,57.0,1,,1128.6266666666666
8287,0.43,AGSL,VS2,E, ,61.8,,4.84x4.83x2.99,Excellent,Russia,Princess,Excellent,59.0,1,,1369.2666666666669
8288,0.51,AGSL,SI2,I, ,60.1,,5.21x5.17x3.12,Excellent,Angola,Asscher,Excellent,,1,,1271.15
8289,0.44,AGSL,SI1,D, ,60.3,,4.89x4.92x2.96, ,Russia,Oval , ,60.0,1,,1400.1
8290,0.5,AGSL,SI2,G, ,62.4,,5.08x5.03x3.16,Very good,Russia,Radiant,Very good,,1,,1314.821666666667
8291,0.44,AGSL,VS2,E, ,,,4.9x4.89x3.06,Excellent,Australia,Emerald,Excellent,,1,,1269.65
8292,0.4,AGSL,VS2,D, ,61.1,,4.76x4.73x2.9,Very good,Russia,Asscher,Very good,56.0,1,,1235.0923211510706
8293,0.41,AGSL,VS2,E, ,61.8,,4.77x4.75x2.94,Excellent,Russia,Pear,Excellent,,1,,1098.0166666666667
8294,0.54,AGSL,VS2,K, ,,False,5.22x5.19x3.23,Excellent,DR Congo,Round,Excellent,57.0,2,,1237.45
8295,0.5,AGSL,SI2,H, ,,False,5.08x5.02x3.18,Very good,Russia,Princess,Very good,57.0,1,,1274.4833333333333
8296,0.54,AGSL,VS1,K, ,60.7,,5.28x5.25x3.19,Excellent,Canada,Round,Excellent,58.0,1,,1267.95
8297,0.44,AGSL,SI1,D, ,62.0,,4.86x4.88x3.02, ,Angola,Round, ,,1,,1395.9333333333334
8298,0.4,GemEx,VS2,D, ,61.1,False,4.75x4.73x2.9,Excellent,Russia,Princess,Very good,,1,,1235.0923211510706
8299,0.4,AGSL,VS2,D, ,62.4,,4.72x4.7x2.94,Very good,Australia,Radiant,Very good,57.0,1,,1206.770317460317
8300,0.4,AGSL,VS2,D, ,60.9,,4.77x4.74x2.9,Very good,Russia,Oval,Excellent,,1,,1235.0923211510706
8301,0.51,AGSL,VS2,J, ,61.8,,5.16x5.13x3.18,Excellent,Australia,Round,Excellent,,1,,1283.65
8302,0.54,AGSL,I1,D, ,61.8,,5.24x5.22x3.23,Excellent,Russia,Round,Very good,58.0,1,,1389.85
8303,0.6,AGSL,VS2,L, ,,,5.42x5.39x3.29,Very good,Botswana,Radiant,Very good,,1,,1092.35
8304,0.5,AGSL,SI2,G, ,62.8,,5.07x5.04x3.18,Very good,Botswana,Marquis,Excellent,58.0,1,,1367.4791666666665
8305,0.44,AGSL,VVS2,F, ,62.5,,4.89x4.87x3.05,Excellent,Russia,Round,Excellent,,1,,1231.55
8306,0.41,AGSL,VS2,E, ,,,4.75x4.72x2.95,Excellent,Russia,Round,Excellent,58.0,1,,1098.0166666666667
8307,0.4,AGSL,VS1,D, ,62.6,,4.74x4.73x2.96,Excellent,Russia,ROUND,Excellent,,1,,1226.0885714285714
8308,0.4,AGSL,SI1,G, ,62.3,,4.73x4.74x2.95,Excellent,Angola,Round,Excellent,,1,,909.2583333333334
8309,0.61,AGSL,SI2,K, ,61.9,,5.45x5.42x3.36,Excellent,Botswana,Emerald,Excellent,,1,,1486.7333333333333
8310,0.6,,I1,G, ,62.6,,5.38x5.36x3.36,Very good,Russia,Round,Good,57.0,1,,1391.9
8311,0.55,GemEx,SI1,J, ,62.1,,5.24x5.22x3.25,Excellent,Russia,Round,Excellent,58.0,1,,1458.6272817460317
8312,0.41,AGSL,SI1,G, ,62.2,True,4.74x4.78x2.96,Excellent,Angola,Round,Excellent,,1,,934.3166666666666
8313,0.46,AGSL,SI1,E, ,,,4.95x4.99x3.09, ,Botswana,Round, ,,1,,1226.8
8314,0.5,AGSL,SI1,F, ,57.3,,5.22x5.19x2.99,Very good,Russia,Princess,Excellent,,1,,1602.9428571428568
8315,0.6,AGSL,VS1,L, ,61.8,False,5.4x5.39x3.34,Excellent,Russia,Round,Very good,59.0,1,,1888.5875
8316,0.46,AGSL,SI2,E, ,61.2,,4.95x5x3.04, ,Russia,Round, ,58.0,1,,1030.1625595238097
8317,0.51,AGSL,SI2,G, ,62.5,,5.1x5.07x3.18,Excellent,DR Congo,Round,Excellent,58.0,1,,1369.029166666667
8318,0.5,GemEx,SI2,F, ,,,5.11x5.08x3.09,Excellent,Russia,Emerald,Very good,,1,,1414.45005952381
8319,0.6,,SI1,K, ,62.7,,5.39x5.37x3.37,Excellent,Russia,Emerald,Excellent,,1,,1353.15
8320,0.53,AGSL,SI2,G, ,61.5,,5.21x5.18x3.2,Excellent,Russia,Round,Excellent,59.0,2,,1450.0916666666665
8321,0.7,AGSL,SI2,L, ,,,5.75x5.72x3.46,Excellent,Canada,Round,Excellent,,1,,1939.95
8322,0.5,AGSL,VS1,I, ,63.8,,5.05x5.02x3.21,Very good,Other/Unknown,Round,Very good,55.0,1,,1531.65
8323,0.46,AGSL,VS2,G, ,62.3,,4.94x4.96x3.08, ,Russia,Pear, ,57.0,1,,1195.3496428571427
8324,0.72,AGSL,SI1,M, ,62.5,,5.76x5.72x3.59,Excellent,Angola,Princess,Excellent,,1,,1864.25
8325,0.4,AGSL,VS1,D, ,61.8,False,4.67x4.71x2.9,Very good,Canada,Round,Very good,59.0,1,,1217.0760714285714
8326,0.5,AGSL,SI2,E, ,63.0,,5.07x5.02x3.18,Excellent,Canada,Oval,Good,57.0,1,,1520.0875
8327,0.43,,SI1,D, ,60.6,,4.85x4.89x2.95,Very good,Other/Unknown,Round,Very good,58.0,1,,1260.5333333333335
8328,0.6,AGSL,VS2,J, ,63.4,,5.31x5.3x3.36,Very good,Canada,Marquise,Very good,60.0,1,,1634.795515873016
8329,0.62,AGSL,SI1,K, ,61.3,,5.52x5.5x3.38,Excellent,Russia,Marquise,Excellent,57.0,1,,1407.15
8330,0.5,AGSL,SI2,D, ,63.4,False,5.08x5.01x3.2,Excellent,Australia,Oval ,Good,56.0,1,,1487.7423412698415
8331,0.54,AGSL,SI2,G, ,,,5.2x5.18x3.24,Excellent,Canada,Pear,Excellent,57.0,1,,1471.176666666667
8332,0.5,AGSL,SI2,E, ,61.8,,5.1x5.07x3.15,Very good,Russia,Round,Very good,57.0,1,,1047.6238095238095
8333,0.52,AGSL,SI2,F, ,,,5.17x5.15x3.2,Excellent,Canada,Radiant,Excellent,,1,,1559.773333333333
8334,0.41,GemEx,IF,G, ,59.0,,4.8x4.9x2.86,Good,Zimbabwe,Radiant,Good,59.0,1,,1311.125
8335,0.62,AGSL,VS2,K, ,61.8,,5.49x5.46x3.38,Excellent,Botswana,Round,Excellent,58.0,1,,1436.6
8336,0.72,AGSL,VS1,M, ,,,5.75x5.72x3.56,Very good,Russia,Asscher,Excellent,,1,,2030.75
8337,0.61,AGSL,VS1,K, ,61.8,,5.43x5.38x3.34,Very good,South Africa,Pear,Very good,57.0,1,,1515.35
8338,0.5,AGSL,SI2,E, ,61.4,,5.13x5.08x3.14,Excellent,Russia,Radiant,Excellent,57.0,1,,1047.6238095238095
8339,0.53,AGSL,SI2,F, ,,,5.2x5.17x3.21,Excellent,Zimbabwe,Round,Excellent,58.0,1,,1566.2966666666669
8340,0.5,AGSL,VVS2,I, ,61.5,False,5.07x5.05x3.11,Very good,DR Congo,Round,Very good,59.0,1,,1600.65
8341,0.5,AGSL,VVS2,I, ,,,5.1x5.07x3.15,Very good,South Africa,Radiant,Very good,,1,,1663.8
8342,0.5,AGSL,SI1,F, ,64.5,,4.98x4.95x3.2,Very good,Canada,Radiant,Excellent,60.0,1,,1637.1970833333332
8343,0.52,,VS2,I, ,62.5,,5.14x5.12x3.21,Excellent,Canada,Round,Excellent,,1,,1552.1966666666665
8344,0.52,GemEx,SI2,F, ,,,5.14x5.16x3.23, ,Botswana,Round, ,,1,,1559.7288095238098
8345,0.5,AGSL,SI2,D, ,61.4,,5.11x5.08x3.13,Excellent,DR Congo,Round,Very good,61.0,1,,1470.6512301587304
8346,0.55,AGSL,VVS1,J, ,61.5,,5.31x5.28x3.26,Excellent,Australia,Emerald,Excellent,58.0,1,,1456.5586111111113
8347,0.5,AGSL,VS1,G,Very good,63.4,,4.96x5.03x3.17,Very good,Australia,Round,Good,,1,,1999.0
8348,0.72,AGSL,SI2,K, ,62.4,,5.77x5.73x3.59,Excellent,Australia,Round,Excellent,,1,,1689.075
8349,0.56,AGSL,SI1,I, ,,,5.32x5.35x3.24,Good,Russia,Round,Very good,59.0,1,,1611.8625
8350,0.5,AGSL,SI1,D, ,60.8,,5.11x5.06x3.09,Very good,Russia,ROUND,Good,58.0,1,,1916.7006746031745
8351,0.53,AGSL,SI1,G, ,62.3,,5.2x5.18x3.23,Excellent,Russia,Oval ,Excellent,57.0,1,,1719.1525
8352,0.52,AGSL,SI2,D, ,62.3,,5.14x5.12x3.2,Excellent,Russia,Round,Excellent,59.0,1,,1592.9739285714286
8353,0.72,AGSL,SI1,L, ,61.5,,5.78x5.75x3.55,Very good,Australia,Round,Excellent,,1,,1860.95
8354,0.55,AGSL,SI2,F, ,61.1,,5.32x5.3x3.25,Excellent,Botswana,Princess,Excellent,57.0,1,,1658.2666666666669
8355,0.7,AGSL,SI1,K, ,,,5.57x5.55x3.5,Excellent,South Africa,Round,Very good,61.0,1,,1703.45
8356,0.5,AGSL,SI1,E, ,63.6,,5x4.98x3.18,Very good,Botswana,Emerald,Very good,,1,,1800.0926298701297
8357,0.51,AGSL,SI1,G, ,60.0,,5.22x5.2x3.13,Excellent,Canada,Round,Excellent,60.0,1,,1656.924166666667
8358,0.53,AGSL,VS1,I, ,,,5.18x5.16x3.22,Excellent,Russia,Round,Excellent,57.0,1,,1624.325
8359,0.5,AGSL,SI1,F, ,59.4,,5.21x5.19x3.09,Excellent,DR Congo,Round,Excellent,61.0,2,,1616.9847619047619
8360,0.56,AGSL,SI2,H,Very good,64.0,,5.18x5.24x3.33,Very good,Russia,Round,Very good,58.0,1,,1459.803333333333
8361,0.6,AGSL,SI1,H, ,62.7,,5.39x5.35x3.37,Very good,Botswana,Emerald,Very good,58.0,1,,1962.9
8362,0.52,AGSL,VS2,H, ,64.2,False,5.05x5.02x3.23,Excellent,Canada,Marquise,Very good,,1,,2255.65
8363,0.6,AGSL,SI2,H,Very good,63.4,,5.34x5.36x3.39,Very good,Botswana,Round,Very good,,1,,1582.3728571428571
8364,0.7,AGSL,SI1,K, ,62.0,,5.7x5.67x3.53,Excellent,Australia,Round,Very good,59.0,1,,1717.95
8365,0.5,AGSL,SI1,E, ,60.5,,5.18x5.15x3.12,Very good,Australia,Round,Excellent,60.0,1,,1931.0631547619048
8366,0.5,,VS2,H, ,,,5.11x5.08x3.11,Excellent,South Africa,Emerald,Very good,,1,,1366.8
8367,0.6,GemEx,SI2,G, ,63.3,,5.31x5.28x3.35,Very good,Russia,Round,Very good,60.0,1,,1748.24
8368,0.51,AGSL,VS2,H, ,62.3,,5.14x5.08x3.19,Very good,Russia,Emerald,Very good,,1,,1865.3
8369,0.7,AGSL,IF,L, ,59.6,,5.77x5.73x3.43,Very good,Russia,Round,Very good,60.0,1,,3699.05
8370,0.51,AGSL,SI1,G,Very good,63.9,,5.04x5.07x3.23,Excellent,DR Congo,Radiant,Excellent,,1,,1579.0216666666668
8371,0.51,AGSL,SI1,G,Very good,63.6,,5.05x5.07x3.22,Excellent,Australia,Round,Excellent,,1,,1626.7355952380956
8372,0.53,AGSL,SI1,F, ,62.5,,5.22x5.17x3.25,Very good,Australia,Round,Very good,56.0,1,,1797.25
8373,0.71,AGSL,VS2,K, ,,,5.7x5.65x3.56,Excellent,Russia,Emerald,Excellent,,1,,1790.9
8374,0.7,AGSL,SI1,K, ,62.8,,5.68x5.64x3.56,Excellent,DR Congo,Round,Very good,56.0,1,,1704.7
8375,0.7,AGSL,VS2,K, ,61.8,,5.7x5.63x3.5,Excellent,Russia,Round,Very good,60.0,1,,1711.25
8376,0.7,AGSL,SI1,K, ,61.6,,5.7x5.65x3.5,Very good,Russia,Round,Very good,55.0,1,,1678.65
8377,0.5,GemEx,SI1,E, ,,,5.04x4.99x3.19,Excellent,Russia,Round,Very good,58.0,1,,1769.5753174603174
8378,0.7,AGSL,SI1,K, ,61.3,,5.68x5.65x3.48,Excellent,Botswana,Pear,Very good,63.0,1,,1703.1875
8379,0.6,AGSL,SI2,H, ,62.1,False,5.43x5.4x3.36,Excellent,Australia,Round,Excellent,,1,,1624.6008333333332
8380,0.62,AGSL,SI2,H, ,62.0,,5.48x5.46x3.39,Excellent,Other/Unknown,Princess,Very good,57.0,1,,1784.0616666666665
8381,0.6,AGSL,SI2,G,Very good,,,5.34x5.39x3.36,Excellent,Canada,Princess,Excellent,56.0,1,,1448.95
8382,0.51,AGSL,SI1,F, ,61.9,False,5.08x5.12x3.16, ,South Africa,Round, ,,1,,1765.9633333333334
8383,0.6,AGSL,SI2,G, ,62.7,,5.41x5.37x3.38,Excellent,Other/Unknown,Princess,Very good,,1,,1696.52875
8384,0.5,AGSL,SI1,E, ,62.4,,5.11x5.07x3.18,Very good,Botswana,Round,Very good,57.0,1,,1800.0926298701297
8385,0.5,AGSL,SI1,F, ,61.4,,5.1x5.13x3.14, ,Russia,Round, ,57.0,1,,1602.9428571428568
8386,0.53,AGSL,SI1,F, ,61.7,,5.2x5.18x3.2,Excellent,Canada,Princess,Excellent,58.0,1,,1797.0
8387,0.5,AGSL,VS2,G, ,62.6,,5.03x5.05x3.15, ,Angola,Princess, ,62.0,1,,1840.357142857143
8388,0.53,,SI1,E, ,61.7,,5.23x5.21x3.22,Excellent,Other/Unknown,ROUND,Very good,57.0,1,,1970.408333333333
8389,0.6,AGSL,SI2,F, ,61.7,,5.38x5.42x3.33, ,Russia,Round, ,58.0,2,,1747.0125
8390,0.51,,SI1,F, ,62.3,,5.12x5.16x3.2, ,Australia,Round, ,,1,,1776.4660714285717
8391,0.54,AGSL,SI2,D, ,60.5,,5.28x5.27x3.19,Excellent,Russia,Round,Excellent,,1,,1739.5155952380956
8392,0.51,AGSL,SI1,D, ,62.6,,5.06x5.05x3.17,Excellent,South Africa,Round,Good,61.0,1,,1908.738809523809
8393,0.5,AGSL,SI1,D, ,62.5,,5.09x5.07x3.18,Very good,Russia,Radiant,Very good,,1,,1916.7006746031745
8394,0.5,AGSL,SI1,D, ,62.1,,5.09x5.07x3.15,Very good,Russia,Round,Very good,,1,,1916.7006746031745
8395,0.54,AGSL,SI1,F, ,62.3,,5.22x5.19x3.24,Excellent,DR Congo,Marquise,Excellent,,1,,1884.3928571428569
8396,0.52,AGSL,VS2,H, ,61.3,,5.22x5.19x3.19,Excellent,Russia,Marquise,Excellent,58.0,1,,1895.2
8397,0.6,AGSL,SI2,H, ,62.3,,5.38x5.42x3.36, ,Australia,Round, ,56.0,1,,1624.6008333333332
8398,0.58,AGSL,VS1,I, ,,,5.38x5.37x3.27,Excellent,Russia,Round,Excellent,,1,,1900.6708333333333
8399,0.5,AGSL,SI1,D, ,61.1,,5.15x5.12x3.13,Very good,Russia,Round,Very good,,1,,1916.7006746031745
8400,0.62,AGSL,VVS2,J, ,62.1,,5.48x5.45x3.4,Excellent,Russia,Princess,Excellent,57.0,1,,1788.4080158730158
8401,0.53,AGSL,SI1,E, ,,,5.2x5.18x3.2,Very good,DR Congo,Emerald,Very good,58.0,1,,1953.3083333333332
8402,0.54,AGSL,VS2,H, ,62.4,,5.22x5.2x3.25,Excellent,Angola,Marquise,Excellent,57.0,1,,1925.1166666666666
8403,0.64,AGSL,SI2,G, ,62.5,,5.5x5.47x3.43,Very good,Angola,Round,Very good,58.0,1,,1850.4166666666665
8404,0.5,,SI1,D, ,59.0,,5.26x5.23x3.09,Excellent,Russia,Round,Excellent,58.0,1,,1916.7006746031745
8405,0.62,AGSL,SI2,F,Excellent,61.2,,5.46x5.51x3.36,Very good,Botswana,Round,Very good,,1,,1799.926666666667
8406,0.5,AGSL,VS2,E, ,,,5.02x4.99x3.23,Very good,Canada,Oval,Very good,56.0,1,,1958.6172222222222
8407,0.54,AGSL,VS2,H, ,60.0,,5.3x5.28x3.17,Excellent,Russia,Round,Excellent,59.0,1,,1961.7166666666665
8408,0.7,AGSL,VS2,J, ,63.4,,5.65x5.57x3.55,Excellent,Botswana,Round,Good,59.0,1,,2073.57
8409,0.6,AGSL,SI2,E, ,57.7,,5.56x5.54x3.2,Excellent,Russia,Round,Very good,64.0,1,,1890.2177380952378
8410,0.5,AGSL,SI1,D, ,59.3,,5.22x5.19x3.09,Excellent,Australia,Asscher,Very good,,1,,2019.384067460317
8411,0.5,AGSL,VS2,E, ,,,5.06x5.02x3.21,Excellent,DR Congo,Oval,Very good,,1,,1852.8891666666666
8412,0.51,AGSL,VS2,F, ,62.0,,5.16x5.15x3.2,Very good,Canada,Emerald,Excellent,,2,,2067.025
8413,0.54,,VS2,G, ,60.1,,5.29x5.27x3.17,Excellent,DR Congo,Princess,Very good,61.0,1,,2108.225
8414,0.52,AGSL,VS2,G, ,62.1,,5.17x5.15x3.2,Excellent,Australia,Round,Excellent,,1,,2107.115
8415,0.63,AGSL,SI1,H, ,61.0,True,5.53x5.5x3.36,Very good,Angola,Emerald,Very good,62.0,1,,2142.0366666666664
8416,0.64,AGSL,SI2,F, ,59.2,,5.6x5.63x3.32, ,Angola,Cushion, ,,1,,1781.5166666666667
8417,0.51,AGSL,VS2,F, ,60.2,,5.21x5.19x3.13,Very good,Angola,Oval,Very good,59.0,1,,2045.8107142857143
8418,0.5,GemEx,VS2,E, ,59.4,,5.17x5.18x3.08, ,DR Congo,Round, ,,1,,1852.8891666666666
8419,0.54,GemEx,SI1,E, ,61.1,,5.27x5.25x3.21,Excellent,South Africa,Round,Excellent,58.0,1,,1891.3161904761903
8420,0.52,AGSL,VS2,G, ,,,5.24x5.26x3.11, ,Australia,Round, ,,1,,2107.115
8421,0.55,AGSL,SI1,F, ,62.7,,5.24x5.26x3.29, ,Canada,Radiant, ,,1,,1954.3
8422,0.6,AGSL,VS1,I, ,63.4,,5.37x5.35x3.4,Very good,Botswana,Pear,Very good,55.0,1,,1947.5179761904767
8423,0.5,AGSL,VS1,E, ,63.7,,5.04x4.95x3.18,Excellent,Angola,Round,Very good,,1,,2217.6628571428573
8424,0.51,AGSL,VS2,E, ,62.2,,5.12x5.11x3.18,Excellent,Botswana,Round,Excellent,56.0,1,,2139.173333333333
8425,0.5,AGSL,VS2,F, ,,,5.15x5.17x3.08, ,Russia,Round, ,,1,,1956.672619047619
8426,0.53,AGSL,VS2,G, ,59.7,,5.33x5.3x3.17,Excellent,Russia,Round,Very good,,1,,2026.475
8427,0.5,AGSL,VVS2,G, ,62.4,,5.06x5.02x3.15,Excellent,DR Congo,Princess,Very good,56.0,1,,1902.175
8428,0.6,AGSL,SI1,G,Very good,62.8,,5.35x5.37x3.37,Very good,Russia,Round,Excellent,58.0,1,,1979.93
8429,0.91,,SI2,M, ,,,6.19x6.14x3.86,Excellent,Botswana,Uncut,Excellent,,1,,3509.6416666666664
8430,0.6,AGSL,VS2,I, ,,,5.4x5.42x3.39, ,Angola,Emerald, ,,1,,1926.6416666666667
8431,0.51,AGSL,VS2,G, ,,,5.13x5.16x3.16, ,Botswana,Radiant, ,56.0,1,,1922.953869047619
8432,0.6,AGSL,SI1,E, ,64.4,,5.33x5.28x3.42,Excellent,Botswana,Princess,Good,55.0,1,,2274.4983333333334
8433,0.72,AGSL,I1,E, ,61.2,,5.72x5.76x3.51,Very good,Botswana,Round,Very good,59.0,1,,3266.116666666667
8434,0.51,AGSL,VS1,G, ,62.3,,5.14x5.12x3.2,Excellent,Russia,Round,Excellent,,1,,2124.5642857142857
8435,0.53,AGSL,VS2,G, ,62.3,,5.16x5.17x3.22, ,Russia,Asscher, ,57.0,1,,2026.475
8436,0.6,AGSL,VS1,I, ,62.3,,5.39x5.42x3.37,Excellent,Russia,Oval,Very good,,1,,2114.1258333333335
8437,0.55,AGSL,VS2,G, ,62.2,,5.26x5.23x3.26,Excellent,Russia,Emerald,Excellent,55.0,1,,2175.25
8438,0.71,AGSL,I1,F, ,59.7,,5.78x5.77x3.45,Very good,Australia,Round,Good,60.0,1,,2530.1833333333334
8439,0.64,AGSL,SI2,E, ,63.2,,5.49x5.47x3.46,Excellent,Russia,Round,Excellent,56.0,1,,2026.0583333333334
8440,0.51,AGSL,VVS1,G, ,62.1,,5.15x5.13x3.19,Excellent,Russia,Pear,Excellent,,1,,2544.65
8441,0.6,AGSL,SI1,D, ,64.5,,5.31x5.26x3.41,Very good,Russia,Radiant,Very good,56.0,1,,2511.676726190476
8442,0.52,,VS2,F, ,62.5,,5.15x5.13x3.21,Excellent,Russia,Princess,Excellent,57.0,1,,2052.133333333333
8443,0.61,AGSL,SI1,E, ,62.0,,5.42x5.46x3.37, ,South Africa,Emerald, ,,1,,2406.0108333333333
8444,0.5,AGSL,VS2,D, ,63.1,,5.02x4.99x3.15,Excellent,Canada,Round,Good,56.0,1,,2182.9289880952374
8445,0.5,AGSL,VS1,E, ,62.7,,5.07x5.04x3.17,Excellent,Russia,Oval ,Very good,,1,,2210.3866666666668
8446,0.52,AGSL,VS2,E, ,61.5,,5.2x5.18x3.19,Excellent,Canada,Marquise,Excellent,58.0,1,,2119.813571428572
8447,0.5,AGSL,VS1,F, ,62.9,,4.98x5.04x3.15,Very good,Russia,Round,Good,,2,,2117.0403571428565
8448,0.6,AGSL,VS2,H, ,,,5.4x5.37x3.39,Excellent,Other/Unknown,Round,Very good,,2,,2378.152083333333
8449,0.5,AGSL,VS2,D, ,58.1,,5.2x5.19x3.02,Very good,Other/Unknown,Round,Very good,62.0,1,,2152.1089087301584
8450,0.56,AGSL,VS1,H, ,61.5,,5.34x5.35x3.29, ,Botswana,Round, ,55.0,1,,2232.725
8451,0.5,AGSL,VS2,D, ,60.1,,5.17x5.14x3.1,Excellent,DR Congo,Round,Very good,,2,,2005.3094047619043
8452,0.5,AGSL,VS2,D, ,61.5,,5.05x5.08x3.12,Very good,Botswana,Round,Very good,58.0,2,,2206.6124999999997
8453,0.6,AGSL,VVS1,H, ,63.6,,5.34x5.32x3.39,Excellent,Russia,Radiant,Very good,58.0,1,,2696.5775
8454,0.5,AGSL,VS1,D, ,62.7,False,5.08x5.03x3.17,Excellent,Australia,Round,Very good,59.0,1,,2262.4166666666665
8455,0.6,AGSL,VS2,G, ,63.0,,5.37x5.29x3.36,Very good,Russia,Round,Very good,,2,,2303.0
8456,0.6,AGSL,VVS2,H, ,63.2,,5.37x5.35x3.39,Excellent,Australia,Round,Excellent,57.0,1,,2677.4925
8457,0.61,GemEx,VS2,H, ,61.3,,5.48x5.47x3.36,Excellent,Botswana,Round,Excellent,58.0,1,,2390.0308333333332
8458,0.53,AGSL,VS1,E, ,56.3,,5.4x5.44x3.05,Good,Australia,Princess,Good,61.0,2,,2459.16
8459,0.55,AGSL,VS1,G, ,59.1,,5.36x5.37x3.17, ,Botswana,Oval, ,62.0,1,,2304.55
8460,0.54,AGSL,VVS1,H,Excellent,,,5.23x5.29x3.21,Very good,Botswana,Radiant,Very good,,1,,2000.8866666666665
8461,0.61,AGSL,SI1,D, ,61.4,False,5.48x5.46x3.36,Excellent,South Africa,Princess,Excellent,57.0,1,,2438.284285714286
8462,0.5,AGSL,VS1,F, ,62.2,,5.06x5.07x3.15, ,Russia,Round, ,,1,,2117.0403571428565
8463,0.7,AGSL,SI2,G, ,59.2,,5.76x5.72x3.4,Excellent,Australia,Round,Excellent,65.0,1,,2555.1516666666666
8464,0.5,AGSL,VS1,D, ,61.6,,5.09x5.05x3.12,Excellent,Botswana,Round,Very good,56.0,1,,2247.2133333333336
8465,0.61,AGSL,SI1,D, ,,,5.39x5.35x3.36,Excellent,South Africa,Oval ,Excellent,58.0,1,,2438.284285714286
8466,0.5,AGSL,VVS2,D, ,,,5.11x5.08x3.21,Excellent,Botswana,Radiant,Very good,,1,,2301.0808333333334
8467,0.5,,VS1,D, ,59.7,,5.19x5.16x3.09,Excellent,Russia,Radiant,Excellent,,1,,1827.44125
8468,0.61,AGSL,SI1,E, ,62.1,,5.47x5.45x3.39,Excellent,Other/Unknown,Marquise,Excellent,57.0,1,,2385.8908333333334
8469,0.62,AGSL,SI1,E, ,62.4,,5.49x5.47x3.42,Excellent,Botswana,Radiant,Excellent,,1,,2314.458333333333
