id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers,Adjusted_Offers,Final_Offers
8225,0.43,,SI2,G, ,61.9,,4.84x4.89x3.01,Excellent,Russia,Round,Very good,55.0,1,,784.3683333333333,784.3683333333333,784.3683333333333
8226,0.4,AGSL,VVS2,F, ,,,4.66x4.61x2.97,Very good,Russia,Round,Very good,59.0,1,,1052.3334523809524,1052.3334523809524,1052.3334523809524
8227,0.4,GemEx,VS2,E, ,63.5,False,4.64x4.58x2.93,Very good,Australia,Pear,Good,,1,,1058.4041666666665,1058.4041666666665,1058.4041666666665
8228,0.4,AGSL,VS2,G, ,,,4.78x4.73x2.93,Very good,Australia,Round,Very good,56.0,1,,1003.8,1003.8,1003.8
8229,0.42,AGSL,SI2,E, ,61.7,,4.86x4.83x2.99,Excellent,Russia,Round,Excellent,57.0,1,,1009.2435714285716,1009.2435714285716,1009.2435714285716
8230,0.4,AGSL,SI1,F, ,,,4.67x4.7x2.88,Very good,Australia,Round,Very good,,1,,951.1666666666667,951.1666666666667,951.1666666666667
8231,0.41,AGSL,VS2,G, ,61.5,False,4.78x4.76x2.94,Excellent,Russia,Round,Very good,60.0,1,,985.681217948718,985.681217948718,985.681217948718
8232,0.4,AGSL,VS2,G, ,61.8,,4.73x4.71x2.92,Very good,DR Congo,Round,Very good,60.0,1,,1009.245238095238,0.0,0.0
8233,0.4,AGSL,SI1,D, ,61.0,,4.8x4.78x2.93,Excellent,Russia,Emerald,Very good,,1,,1050.9694047619048,1050.9694047619048,1050.9694047619048
8234,0.4,AGSL,VVS2,H, ,62.4,,4.75x4.72x2.96,Excellent,Angola,Round,Excellent,57.0,1,,951.6733333333333,0.0,0.0
8235,0.44,AGSL,SI2,E, ,62.2,,4.88x4.86x3.03,Very good,Russia,Round,Excellent,58.0,2,,1112.41875,1112.41875,1112.41875
8236,0.51,AGSL,SI1,K, ,63.4,,5.07x5.03x3.21,Very good,Australia,ROUND,Very good,58.0,1,,1126.35,1126.35,1126.35
8237,0.6,AGSL,SI2,L, ,61.9,False,5.36x5.33x3.31,Excellent,Angola,Round,Very good,,1,,1156.55,0.0,0.0
8238,0.41,AGSL,SI1,E, ,60.0,,4.84x4.8x2.89,Very good,Botswana,Emerald,Excellent,58.0,1,,946.185,946.185,946.185
8239,0.4,AGSL,VS2,G, ,60.0,,4.81x4.78x2.88,Very good,DR Congo,Round,Very good,59.0,1,,1009.245238095238,0.0,0.0
8240,0.4,GemEx,VS2,G, ,,,4.78x4.75x2.81,Excellent,Russia,Princess,Very good,63.0,1,,971.719313186813,971.719313186813,971.719313186813
8241,0.46,AGSL,SI2,I, ,62.0,,4.97x5x3.09, ,Botswana,Round, ,58.0,1,,1022.3529761904762,1022.3529761904762,1022.3529761904762
8242,0.43,GemEx,SI2,E, ,61.1,,4.9x4.88x2.99,Excellent,Canada,Round,Excellent,57.0,1,,1076.89,1076.89,1076.89
8243,0.5,AGSL,SI2,J, ,63.9,,5.05x5.01x3.21,Very good,DR Congo,Radiant,Excellent,,1,,1110.1225,0.0,0.0
8244,0.42,AGSL,SI1,E, ,61.1,,4.8x4.81x2.94, ,DR Congo,Round, ,,1,,1002.48,0.0,0.0
8245,0.52,AGSL,VS1,L, ,62.0,,5.18x5.16x3.21,Very good,Russia,Radiant,Very good,58.0,2,,1139.4,1139.4,1139.4
8246,0.4,AGSL,SI1,E, ,61.5,,4.75x4.73x2.92,Excellent,Canada,Round,Excellent,,1,,991.0417668809949,991.0417668809949,991.0417668809949
8247,0.4,AGSL,SI1,D, ,60.7,,4.79x4.72x2.88,Excellent,Russia,Round,Very good,62.0,1,,1050.9694047619048,1050.9694047619048,1050.9694047619048
8248,0.4,AGSL,VS2,F, ,,False,4.81x4.79x2.87,Excellent,Russia,Radiant,Very good,,1,,1072.9184126984128,1072.9184126984128,1072.9184126984128
8249,0.41,AGSL,VS2,G, ,58.5,,4.93x4.92x2.88,Very good,Australia,Pear,Excellent,60.0,1,,1116.645,1116.645,1116.645
8250,0.44,AGSL,SI1,F, ,61.7,,4.9x4.86x3.01,Excellent,Angola,Round,Excellent,58.0,1,,1076.29,0.0,0.0
8251,0.41,AGSL,SI1,E, ,62.7,,4.79x4.77x3,Excellent,Canada,Round,Excellent,53.0,1,,984.77,984.77,984.77
8252,0.6,AGSL,VS1,M, ,62.4,,5.37x5.32x3.34,Excellent,Russia,Oval ,Very good,,1,,2165.4559523809526,2165.4559523809526,2165.4559523809526
8253,0.51,AGSL,SI1,K, ,,,5.14x5.13x3.18,Excellent,Russia,Asscher,Excellent,,1,,1099.1,1099.1,1099.1
8254,0.43,AGSL,VS1,H, ,61.9,,4.85x4.84x3,Excellent,Russia,Princess,Excellent,58.0,1,,1111.95,1111.95,1111.95
8255,0.4,AGSL,VS2,F, ,60.9,False,4.82x4.79x2.93,Excellent,Russia,Round,Excellent,,1,,1072.9184126984128,1072.9184126984128,1072.9184126984128
8256,0.46,AGSL,SI2,E, ,60.0,,4.98x5x3, ,Russia,Round, ,61.0,1,,1063.6572023809529,1063.6572023809529,1063.6572023809529
8257,0.51,AGSL,VS2,K, ,62.0,,5.13x5.09x3.17,Very good,Russia,Oval,Very good,,1,,1097.05,1097.05,1097.05
8258,0.54,GemEx,VS2,L, ,60.4,,5.3x5.27x3.19,Excellent,Australia,Oval,Excellent,59.0,1,,1136.85,1136.85,1136.85
8259,0.41,,VS2,F, ,62.3,,4.78x4.77x2.97,Excellent,Australia,Round,Excellent,,1,,1030.415,1030.415,1030.415
8260,0.46,AGSL,SI2,D, ,63.9,,4.86x4.89x3.12, ,Russia,Round, ,,1,,1237.8916666666667,1237.8916666666667,1237.8916666666667
8261,0.4,AGSL,VS2,E, ,62.0,,4.76x4.73x2.94,Excellent,Russia,Round,Very good,58.0,1,,1089.5789285714284,1089.5789285714284,1089.5789285714284
8262,0.61,AGSL,VS1,M, ,61.5,,5.48x5.45x3.36,Excellent,Russia,Round,Very good,,1,,2273.730952380952,2273.730952380952,2273.730952380952
8263,0.46,AGSL,SI2,F, ,62.6,False,4.94x4.95x3.1, ,DR Congo,Round, ,54.0,1,,1074.91,0.0,0.0
8264,0.44,AGSL,VS1,H, ,,,4.89x4.87x3.06,Excellent,DR Congo,Round,Excellent,,1,,1206.15,0.0,0.0
8265,0.46,AGSL,SI2,H, ,63.2,,4.86x4.89x3.08, ,Canada,Emerald, ,,1,,1103.1880952380952,1103.1880952380952,1103.1880952380952
8266,0.45,AGSL,SI1,I, ,62.7,False,4.88x4.9x3.06, ,Russia,Round, ,55.0,1,,1036.0266666666666,1036.0266666666666,1036.0266666666666
8267,0.42,AGSL,SI1,D, ,62.2,,4.81x4.78x2.98,Excellent,Australia,Pear,Very good,56.0,1,,1331.852380952381,1331.852380952381,1331.852380952381
8268,0.6,AGSL,SI2,L, ,59.9,,5.51x5.49x3.3,Excellent,Botswana,Round,Excellent,,2,,1096.7833333333333,1096.7833333333333,1096.7833333333333
8269,0.41,AGSL,VS2,E, ,62.7,,4.77x4.73x2.98,Excellent,Australia,Round,Very good,57.0,1,,1206.15,1206.15,1206.15
8270,0.46,AGSL,SI2,G, ,60.7,False,4.97x5.01x3.03, ,Canada,Pear, ,61.0,1,,1108.4221428571427,1108.4221428571427,1108.4221428571427
8271,0.54,AGSL,I1,E, ,61.7,,5.25x5.23x3.23,Very good,Canada,Round,Very good,60.0,1,,1136.8,1136.8,1136.8
8272,0.45,,SI2,D, ,60.6,,4.98x4.96x3.01,Excellent,Canada,Round,Very good,59.0,1,,1261.1,1261.1,1261.1
8273,0.53,AGSL,SI1,K, ,62.4,,5.2x5.18x3.24,Excellent,Russia,Princess,Excellent,,1,,1184.9,1184.9,1184.9
8274,0.41,AGSL,SI1,D, ,61.2,,4.81x4.77x2.93,Excellent,Russia,Round,Excellent,59.0,1,,1134.0940476190476,1134.0940476190476,1134.0940476190476
8275,0.4,AGSL,VVS1,F, ,,True,4.73x4.7x2.94,Very good,Zimbabwe,Emerald,Very good,,1,,1066.2992857142856,0.0,0.0
8276,0.46,AGSL,SI2,H, ,62.4,,4.89x4.93x3.07, ,Russia,Round, ,,1,,1100.9692063492062,1100.9692063492062,1100.9692063492062
8277,0.4,AGSL,VS1,E, ,61.4,,4.73x4.7x2.9,Excellent,Russia,Pear,Very good,56.0,1,,1100.9561904761904,1100.9561904761904,1100.9561904761904
8278,0.4,AGSL,VS1,D, ,62.8,,4.7x4.68x2.94,Very good,Botswana,Radiant,Very good,59.0,1,,1192.4108333333334,1192.4108333333334,1192.4108333333334
8279,0.41,AGSL,VS2,E, ,61.9,,4.78x4.76x2.95,Excellent,Russia,Round,Excellent,57.0,1,,1112.155,1112.155,1112.155
8280,0.45,AGSL,SI1,F, ,,False,4.94x4.92x3.03,Excellent,Russia,Oval,Excellent,59.0,1,,1162.1,1162.1,1162.1
8281,0.4,AGSL,VS1,D, ,63.6,,4.68x4.65x2.97,Excellent,Botswana,Round,Very good,56.0,1,,1192.4108333333334,1192.4108333333334,1192.4108333333334
8282,0.4,GemEx,VS1,D, ,63.8,,4.69x4.65x2.98,Very good,Angola,Pear,Very good,,1,,1223.47125,0.0,0.0
8283,0.4,AGSL,VS1,D, ,60.2,,4.78x4.76x2.87,Very good,South Africa,Marquise,Very good,62.0,1,,1339.7,1339.7,1339.7
8284,0.42,AGSL,VS1,F, ,61.5,,4.81x4.8x2.96,Excellent,Australia,Princess,Excellent,59.0,1,,1081.265,1081.265,1081.265
8285,0.45,AGSL,SI2,E, ,,,4.9x4.89x3.04,Excellent,Russia,Round,Excellent,58.0,1,,1189.100416666667,1189.100416666667,1189.100416666667
8286,0.46,AGSL,SI2,H, ,62.2,,4.93x4.95x3.07, ,South Africa,Asscher, ,57.0,1,,1124.84,1124.84,1124.84
8287,0.43,AGSL,VS2,E, ,61.8,,4.84x4.83x2.99,Excellent,Russia,Princess,Excellent,59.0,1,,1375.725,1375.725,1375.725
8288,0.51,AGSL,SI2,I, ,60.1,,5.21x5.17x3.12,Excellent,Angola,Asscher,Excellent,,1,,1231.9666666666667,0.0,0.0
8289,0.44,AGSL,SI1,D, ,60.3,,4.89x4.92x2.96, ,Russia,Oval , ,60.0,1,,1377.7,1377.7,1377.7
8290,0.5,AGSL,SI2,G, ,62.4,,5.08x5.03x3.16,Very good,Russia,Radiant,Very good,,1,,1331.4258333333332,1331.4258333333332,1331.4258333333332
8291,0.44,AGSL,VS2,E, ,,,4.9x4.89x3.06,Excellent,Australia,Emerald,Excellent,,1,,1272.7333333333333,1272.7333333333333,1272.7333333333333
8292,0.4,AGSL,VS2,D, ,61.1,,4.76x4.73x2.9,Very good,Russia,Asscher,Very good,56.0,1,,1237.8110119047617,1237.8110119047617,1237.8110119047617
8293,0.41,AGSL,VS2,E, ,61.8,,4.77x4.75x2.94,Excellent,Russia,Pear,Excellent,,1,,1112.155,1112.155,1112.155
8294,0.54,AGSL,VS2,K, ,,False,5.22x5.19x3.23,Excellent,DR Congo,Round,Excellent,57.0,2,,1233.25,0.0,0.0
8295,0.5,AGSL,SI2,H, ,,False,5.08x5.02x3.18,Very good,Russia,Princess,Very good,57.0,1,,1270.005,1270.005,1270.005
8296,0.54,AGSL,VS1,K, ,60.7,,5.28x5.25x3.19,Excellent,Canada,Round,Excellent,58.0,1,,1286.55,1286.55,1286.55
8297,0.44,AGSL,SI1,D, ,62.0,,4.86x4.88x3.02, ,Angola,Round, ,,1,,1379.25,0.0,0.0
8298,0.4,GemEx,VS2,D, ,61.1,False,4.75x4.73x2.9,Excellent,Russia,Princess,Very good,,1,,1237.8110119047617,1237.8110119047617,1237.8110119047617
8299,0.4,AGSL,VS2,D, ,62.4,,4.72x4.7x2.94,Very good,Australia,Radiant,Very good,57.0,1,,1215.8649999999998,1215.8649999999998,1215.8649999999998
8300,0.4,AGSL,VS2,D, ,60.9,,4.77x4.74x2.9,Very good,Russia,Oval,Excellent,,1,,1237.8110119047617,1237.8110119047617,1237.8110119047617
8301,0.51,AGSL,VS2,J, ,61.8,,5.16x5.13x3.18,Excellent,Australia,Round,Excellent,,1,,1278.45,1278.45,1278.45
8302,0.54,AGSL,I1,D, ,61.8,,5.24x5.22x3.23,Excellent,Russia,Round,Very good,58.0,1,,1489.25,1489.25,1489.25
8303,0.6,AGSL,VS2,L, ,,,5.42x5.39x3.29,Very good,Botswana,Radiant,Very good,,1,,1065.8,1065.8,1065.8
8304,0.5,AGSL,SI2,G, ,62.8,,5.07x5.04x3.18,Very good,Botswana,Marquis,Excellent,58.0,1,,1392.270833333333,1392.270833333333,1392.270833333333
8305,0.44,AGSL,VVS2,F, ,62.5,,4.89x4.87x3.05,Excellent,Russia,Round,Excellent,,1,,1181.22,1181.22,1181.22
8306,0.41,AGSL,VS2,E, ,,,4.75x4.72x2.95,Excellent,Russia,Round,Excellent,58.0,1,,1112.155,1112.155,1112.155
8307,0.4,AGSL,VS1,D, ,62.6,,4.74x4.73x2.96,Excellent,Russia,ROUND,Excellent,,1,,1230.9576785714285,1230.9576785714285,1230.9576785714285
8308,0.4,AGSL,SI1,G, ,62.3,,4.73x4.74x2.95,Excellent,Angola,Round,Excellent,,1,,907.9226190476193,0.0,0.0
8309,0.61,AGSL,SI2,K, ,61.9,,5.45x5.42x3.36,Excellent,Botswana,Emerald,Excellent,,1,,1361.243333333333,1361.243333333333,1361.243333333333
8310,0.6,,I1,G, ,62.6,,5.38x5.36x3.36,Very good,Russia,Round,Good,57.0,1,,1469.025,1469.025,1469.025
8311,0.55,GemEx,SI1,J, ,62.1,,5.24x5.22x3.25,Excellent,Russia,Round,Excellent,58.0,1,,1468.6537301587302,1468.6537301587302,1468.6537301587302
8312,0.41,AGSL,SI1,G, ,62.2,True,4.74x4.78x2.96,Excellent,Angola,Round,Excellent,,1,,925.2583333333334,0.0,0.0
8313,0.46,AGSL,SI1,E, ,,,4.95x4.99x3.09, ,Botswana,Round, ,,1,,1261.0383333333332,1261.0383333333332,1261.0383333333332
8314,0.5,AGSL,SI1,F, ,57.3,,5.22x5.19x2.99,Very good,Russia,Princess,Excellent,,1,,1609.289761904762,1609.289761904762,1609.289761904762
8315,0.6,AGSL,VS1,L, ,61.8,False,5.4x5.39x3.34,Excellent,Russia,Round,Very good,59.0,1,,2197.089285714286,2197.089285714286,2197.089285714286
8316,0.46,AGSL,SI2,E, ,61.2,,4.95x5x3.04, ,Russia,Round, ,58.0,1,,1063.6572023809529,1063.6572023809529,1063.6572023809529
8317,0.51,AGSL,SI2,G, ,62.5,,5.1x5.07x3.18,Excellent,DR Congo,Round,Excellent,58.0,1,,1363.8016666666665,0.0,0.0
8318,0.5,GemEx,SI2,F, ,,,5.11x5.08x3.09,Excellent,Russia,Emerald,Very good,,1,,1410.1298412698409,1410.1298412698409,1410.1298412698409
8319,0.6,,SI1,K, ,62.7,,5.39x5.37x3.37,Excellent,Russia,Emerald,Excellent,,1,,1381.225,1381.225,1381.225
8320,0.53,AGSL,SI2,G, ,61.5,,5.21x5.18x3.2,Excellent,Russia,Round,Excellent,59.0,2,,1444.25,1444.25,1444.25
8321,0.7,AGSL,SI2,L, ,,,5.75x5.72x3.46,Excellent,Canada,Round,Excellent,,1,,1831.45,1831.45,1831.45
8322,0.5,AGSL,VS1,I, ,63.8,,5.05x5.02x3.21,Very good,Other/Unknown,Round,Very good,55.0,1,,1531.9683333333335,1531.9683333333335,1531.9683333333335
8323,0.46,AGSL,VS2,G, ,62.3,,4.94x4.96x3.08, ,Russia,Pear, ,57.0,1,,1167.9657936507936,1167.9657936507936,1167.9657936507936
8324,0.72,AGSL,SI1,M, ,62.5,,5.76x5.72x3.59,Excellent,Angola,Princess,Excellent,,1,,1668.85,0.0,0.0
8325,0.4,AGSL,VS1,D, ,61.8,False,4.67x4.71x2.9,Very good,Canada,Round,Very good,59.0,1,,1226.87125,1226.87125,1226.87125
8326,0.5,AGSL,SI2,E, ,63.0,,5.07x5.02x3.18,Excellent,Canada,Oval,Good,57.0,1,,1505.8111904761906,1505.8111904761906,1505.8111904761906
8327,0.43,,SI1,D, ,60.6,,4.85x4.89x2.95,Very good,Other/Unknown,Round,Very good,58.0,1,,1290.9666666666667,1290.9666666666667,1290.9666666666667
8328,0.6,AGSL,VS2,J, ,63.4,,5.31x5.3x3.36,Very good,Canada,Marquise,Very good,60.0,1,,1511.7104761904766,1511.7104761904766,1511.7104761904766
8329,0.62,AGSL,SI1,K, ,61.3,,5.52x5.5x3.38,Excellent,Russia,Marquise,Excellent,57.0,1,,1396.315,1396.315,1396.315
8330,0.5,AGSL,SI2,D, ,63.4,False,5.08x5.01x3.2,Excellent,Australia,Oval ,Good,56.0,1,,1521.289484126984,1521.289484126984,1521.289484126984
8331,0.54,AGSL,SI2,G, ,,,5.2x5.18x3.24,Excellent,Canada,Pear,Excellent,57.0,1,,1430.3416666666665,1430.3416666666665,1430.3416666666665
8332,0.5,AGSL,SI2,E, ,61.8,,5.1x5.07x3.15,Very good,Russia,Round,Very good,57.0,1,,1055.9268939393942,1055.9268939393942,1055.9268939393942
8333,0.52,AGSL,SI2,F, ,,,5.17x5.15x3.2,Excellent,Canada,Radiant,Excellent,,1,,1543.218214285714,1543.218214285714,1543.218214285714
8334,0.41,GemEx,IF,G, ,59.0,,4.8x4.9x2.86,Good,Zimbabwe,Radiant,Good,59.0,1,,1303.2375,0.0,0.0
8335,0.62,AGSL,VS2,K, ,61.8,,5.49x5.46x3.38,Excellent,Botswana,Round,Excellent,58.0,1,,1189.4625,1189.4625,1189.4625
8336,0.72,AGSL,VS1,M, ,,,5.75x5.72x3.56,Very good,Russia,Asscher,Excellent,,1,,1981.25,1981.25,1981.25
8337,0.61,AGSL,VS1,K, ,61.8,,5.43x5.38x3.34,Very good,South Africa,Pear,Very good,57.0,1,,1497.6,1497.6,1497.6
8338,0.5,AGSL,SI2,E, ,61.4,,5.13x5.08x3.14,Excellent,Russia,Radiant,Excellent,57.0,1,,1055.9268939393942,1055.9268939393942,1055.9268939393942
8339,0.53,AGSL,SI2,F, ,,,5.2x5.17x3.21,Excellent,Zimbabwe,Round,Excellent,58.0,1,,1590.438333333333,0.0,0.0
8340,0.5,AGSL,VVS2,I, ,61.5,False,5.07x5.05x3.11,Very good,DR Congo,Round,Very good,59.0,1,,1612.85,0.0,0.0
8341,0.5,AGSL,VVS2,I, ,,,5.1x5.07x3.15,Very good,South Africa,Radiant,Very good,,1,,1657.65,1657.65,1657.65
8342,0.5,AGSL,SI1,F, ,64.5,,4.98x4.95x3.2,Very good,Canada,Radiant,Excellent,60.0,1,,1641.978571428571,1641.978571428571,1641.978571428571
8343,0.52,,VS2,I, ,62.5,,5.14x5.12x3.21,Excellent,Canada,Round,Excellent,,1,,1482.1533333333334,1482.1533333333334,1482.1533333333334
8344,0.52,GemEx,SI2,F, ,,,5.14x5.16x3.23, ,Botswana,Round, ,,1,,1542.4266666666665,1542.4266666666665,1542.4266666666665
8345,0.5,AGSL,SI2,D, ,61.4,,5.11x5.08x3.13,Excellent,DR Congo,Round,Very good,61.0,1,,1492.334484126984,0.0,0.0
8346,0.55,AGSL,VVS1,J, ,61.5,,5.31x5.28x3.26,Excellent,Australia,Emerald,Excellent,58.0,1,,1471.65,1471.65,1471.65
8347,0.5,AGSL,VS1,G,Very good,63.4,,4.96x5.03x3.17,Very good,Australia,Round,Good,,1,,2005.0,2005.0,2005.0
8348,0.72,AGSL,SI2,K, ,62.4,,5.77x5.73x3.59,Excellent,Australia,Round,Excellent,,1,,1780.15,1780.15,1780.15
8349,0.56,AGSL,SI1,I, ,,,5.32x5.35x3.24,Good,Russia,Round,Very good,59.0,1,,1550.5625,1550.5625,1550.5625
8350,0.5,AGSL,SI1,D, ,60.8,,5.11x5.06x3.09,Very good,Russia,ROUND,Good,58.0,1,,1917.6735317460323,1917.6735317460323,1917.6735317460323
8351,0.53,AGSL,SI1,G, ,62.3,,5.2x5.18x3.23,Excellent,Russia,Oval ,Excellent,57.0,1,,1789.6658333333332,1789.6658333333332,1789.6658333333332
8352,0.52,AGSL,SI2,D, ,62.3,,5.14x5.12x3.2,Excellent,Russia,Round,Excellent,59.0,1,,1589.995,1589.995,1589.995
8353,0.72,AGSL,SI1,L, ,61.5,,5.78x5.75x3.55,Very good,Australia,Round,Excellent,,1,,1738.95,1738.95,1738.95
8354,0.55,AGSL,SI2,F, ,61.1,,5.32x5.3x3.25,Excellent,Botswana,Princess,Excellent,57.0,1,,1648.9964285714284,1648.9964285714284,1648.9964285714284
8355,0.7,AGSL,SI1,K, ,,,5.57x5.55x3.5,Excellent,South Africa,Round,Very good,61.0,1,,1717.85,1717.85,1717.85
8356,0.5,AGSL,SI1,E, ,63.6,,5x4.98x3.18,Very good,Botswana,Emerald,Very good,,1,,1821.6619459706956,1821.6619459706956,1821.6619459706956
8357,0.51,AGSL,SI1,G, ,60.0,,5.22x5.2x3.13,Excellent,Canada,Round,Excellent,60.0,1,,1648.4125,1648.4125,1648.4125
8358,0.53,AGSL,VS1,I, ,,,5.18x5.16x3.22,Excellent,Russia,Round,Excellent,57.0,1,,1617.58,1617.58,1617.58
8359,0.5,AGSL,SI1,F, ,59.4,,5.21x5.19x3.09,Excellent,DR Congo,Round,Excellent,61.0,2,,1530.8083333333334,0.0,0.0
8360,0.56,AGSL,SI2,H,Very good,64.0,,5.18x5.24x3.33,Very good,Russia,Round,Very good,58.0,1,,1469.885,1469.885,1469.885
8361,0.6,AGSL,SI1,H, ,62.7,,5.39x5.35x3.37,Very good,Botswana,Emerald,Very good,58.0,1,,1971.1000000000004,1971.1000000000004,1971.1000000000004
8362,0.52,AGSL,VS2,H, ,64.2,False,5.05x5.02x3.23,Excellent,Canada,Marquise,Very good,,1,,2182.7,2182.7,2182.7
8363,0.6,AGSL,SI2,H,Very good,63.4,,5.34x5.36x3.39,Very good,Botswana,Round,Very good,,1,,1597.0250000000003,1597.0250000000003,1597.0250000000003
8364,0.7,AGSL,SI1,K, ,62.0,,5.7x5.67x3.53,Excellent,Australia,Round,Very good,59.0,1,,1725.15,1725.15,1725.15
8365,0.5,AGSL,SI1,E, ,60.5,,5.18x5.15x3.12,Very good,Australia,Round,Excellent,60.0,1,,1925.2495039682535,1925.2495039682535,1925.2495039682535
8366,0.5,,VS2,H, ,,,5.11x5.08x3.11,Excellent,South Africa,Emerald,Very good,,1,,1410.1,1410.1,1410.1
8367,0.6,GemEx,SI2,G, ,63.3,,5.31x5.28x3.35,Very good,Russia,Round,Very good,60.0,1,,1748.8828571428571,1748.8828571428571,1748.8828571428571
8368,0.51,AGSL,VS2,H, ,62.3,,5.14x5.08x3.19,Very good,Russia,Emerald,Very good,,1,,1879.1166666666668,1879.1166666666668,1879.1166666666668
8369,0.7,AGSL,IF,L, ,59.6,,5.77x5.73x3.43,Very good,Russia,Round,Very good,60.0,1,,3028.6285714285714,3028.6285714285714,3028.6285714285714
8370,0.51,AGSL,SI1,G,Very good,63.9,,5.04x5.07x3.23,Excellent,DR Congo,Radiant,Excellent,,1,,1612.7858333333334,0.0,0.0
8371,0.51,AGSL,SI1,G,Very good,63.6,,5.05x5.07x3.22,Excellent,Australia,Round,Excellent,,1,,1625.8108333333334,1625.8108333333334,1625.8108333333334
8372,0.53,AGSL,SI1,F, ,62.5,,5.22x5.17x3.25,Very good,Australia,Round,Very good,56.0,1,,1810.7,1810.7,1810.7
8373,0.71,AGSL,VS2,K, ,,,5.7x5.65x3.56,Excellent,Russia,Emerald,Excellent,,1,,1709.2,1709.2,1709.2
8374,0.7,AGSL,SI1,K, ,62.8,,5.68x5.64x3.56,Excellent,DR Congo,Round,Very good,56.0,1,,1555.65,0.0,0.0
8375,0.7,AGSL,VS2,K, ,61.8,,5.7x5.63x3.5,Excellent,Russia,Round,Very good,60.0,1,,1686.25,1686.25,1686.25
8376,0.7,AGSL,SI1,K, ,61.6,,5.7x5.65x3.5,Very good,Russia,Round,Very good,55.0,1,,1702.55,1702.55,1702.55
8377,0.5,GemEx,SI1,E, ,,,5.04x4.99x3.19,Excellent,Russia,Round,Very good,58.0,1,,1770.6679166666665,1770.6679166666665,1770.6679166666665
8378,0.7,AGSL,SI1,K, ,61.3,,5.68x5.65x3.48,Excellent,Botswana,Pear,Very good,63.0,1,,1716.45,1716.45,1716.45
8379,0.6,AGSL,SI2,H, ,62.1,False,5.43x5.4x3.36,Excellent,Australia,Round,Excellent,,1,,1622.7991666666667,1622.7991666666667,1622.7991666666667
8380,0.62,AGSL,SI2,H, ,62.0,,5.48x5.46x3.39,Excellent,Other/Unknown,Princess,Very good,57.0,1,,1772.025,1772.025,1772.025
8381,0.6,AGSL,SI2,G,Very good,,,5.34x5.39x3.36,Excellent,Canada,Princess,Excellent,56.0,1,,1488.3528571428571,1488.3528571428571,1488.3528571428571
8382,0.51,AGSL,SI1,F, ,61.9,False,5.08x5.12x3.16, ,South Africa,Round, ,,1,,1768.5666666666666,1768.5666666666666,1768.5666666666666
8383,0.6,AGSL,SI2,G, ,62.7,,5.41x5.37x3.38,Excellent,Other/Unknown,Princess,Very good,,1,,1710.682857142857,1710.682857142857,1710.682857142857
8384,0.5,AGSL,SI1,E, ,62.4,,5.11x5.07x3.18,Very good,Botswana,Round,Very good,57.0,1,,1821.6619459706956,1821.6619459706956,1821.6619459706956
8385,0.5,AGSL,SI1,F, ,61.4,,5.1x5.13x3.14, ,Russia,Round, ,57.0,1,,1609.289761904762,1609.289761904762,1609.289761904762
8386,0.53,AGSL,SI1,F, ,61.7,,5.2x5.18x3.2,Excellent,Canada,Princess,Excellent,58.0,1,,1799.5,1799.5,1799.5
8387,0.5,AGSL,VS2,G, ,62.6,,5.03x5.05x3.15, ,Angola,Princess, ,62.0,1,,1848.7916666666665,0.0,0.0
8388,0.53,,SI1,E, ,61.7,,5.23x5.21x3.22,Excellent,Other/Unknown,ROUND,Very good,57.0,1,,1975.8416666666665,1975.8416666666665,1975.8416666666665
8389,0.6,AGSL,SI2,F, ,61.7,,5.38x5.42x3.33, ,Russia,Round, ,58.0,2,,1743.0,1743.0,1743.0
8390,0.51,,SI1,F, ,62.3,,5.12x5.16x3.2, ,Australia,Round, ,,1,,1772.08,1772.08,1772.08
8391,0.54,AGSL,SI2,D, ,60.5,,5.28x5.27x3.19,Excellent,Russia,Round,Excellent,,1,,1696.2166666666665,1696.2166666666665,1696.2166666666665
8392,0.51,AGSL,SI1,D, ,62.6,,5.06x5.05x3.17,Excellent,South Africa,Round,Good,61.0,1,,1945.0248214285714,1945.0248214285714,1945.0248214285714
8393,0.5,AGSL,SI1,D, ,62.5,,5.09x5.07x3.18,Very good,Russia,Radiant,Very good,,1,,1917.6735317460323,1917.6735317460323,1917.6735317460323
8394,0.5,AGSL,SI1,D, ,62.1,,5.09x5.07x3.15,Very good,Russia,Round,Very good,,1,,1917.6735317460323,1917.6735317460323,1917.6735317460323
8395,0.54,AGSL,SI1,F, ,62.3,,5.22x5.19x3.24,Excellent,DR Congo,Marquise,Excellent,,1,,1841.45,0.0,0.0
8396,0.52,AGSL,VS2,H, ,61.3,,5.22x5.19x3.19,Excellent,Russia,Marquise,Excellent,58.0,1,,1906.75,1906.75,1906.75
8397,0.6,AGSL,SI2,H, ,62.3,,5.38x5.42x3.36, ,Australia,Round, ,56.0,1,,1622.7991666666667,1622.7991666666667,1622.7991666666667
8398,0.58,AGSL,VS1,I, ,,,5.38x5.37x3.27,Excellent,Russia,Round,Excellent,,1,,1901.8149999999996,1901.8149999999996,1901.8149999999996
8399,0.5,AGSL,SI1,D, ,61.1,,5.15x5.12x3.13,Very good,Russia,Round,Very good,,1,,1917.6735317460323,1917.6735317460323,1917.6735317460323
